user_id,total_orders,avg_order_value_x,favorite_cuisine,price_sensitivity,avg_rating_given_x,dietary_preference,preferred_meal_time,location_lat,location_lon,days_since_last_order,order_count,avg_order_value_y,order_value_std,total_spent,avg_delivery_time,avg_rating_given_y,unique_restaurants,most_ordered_cuisine,cuisine_diversity,days_since_first_order,user_segment,price_preference_score,dietary_preference_encoded,favorite_cuisine_encoded
user_004636,5,150.0,Fast Food,high,4.8,non_veg,dinner,28.5326,77.1435,21,5,107.59400000000001,51.10505728399099,537.97,38.6,4.7,5,Fast Food,0.8,99,casual,3.5,2,6
user_004637,4,420.69,Desserts,low,4.5,vegan,dinner,28.4153,77.1747,0,4,631.6324999999999,208.85115439390486,2526.5299999999997,41.0,4.324999999999999,3,South Indian,0.5,172,casual,1.5,3,5
user_004638,15,205.45,North Indian,medium,4.5,veg,breakfast,28.6202,77.0023,7,15,195.07133333333334,72.10141408031436,2926.07,42.06666666666667,4.386666666666667,12,North Indian,0.4,165,casual,2.5,1,9
user_004639,3,581.3,Beverages,low,4.7,no_preference,dinner,28.4357,77.1359,0,3,705.0466666666667,209.33886054274146,2115.1400000000003,36.0,4.766666666666667,3,Italian,1.0,176,casual,1.5,0,0
user_004640,5,632.22,Street Food,low,4.7,veg,dinner,28.6691,77.0294,11,5,1087.152,356.883793229673,5435.76,35.8,4.5600000000000005,3,South Indian,0.4,82,casual,1.5,1,11
user_004641,1,260.04,South Indian,low,4.5,veg,dinner,28.6821,77.0679,7,1,276.71,,276.71,35.0,4.8,1,Healthy,1.0,66,casual,1.5,1,10
user_004642,6,214.81,Beverages,medium,4.7,non_veg,snacks,28.5553,77.1484,0,6,198.14499999999998,117.06924151970917,1188.87,28.166666666666668,4.716666666666667,3,North Indian,0.3333333333333333,134,casual,2.5,2,0
user_004643,1,291.78,Continental,medium,4.7,no_preference,dinner,28.4362,77.1406,2,1,379.27,,379.27,29.0,4.6,1,Beverages,1.0,33,casual,2.5,0,4
user_004644,1,367.55,South Indian,medium,4.5,non_veg,dinner,28.6586,77.1706,12,1,311.41,,311.41,37.0,4.1,1,South Indian,1.0,145,casual,2.5,2,10
user_004645,17,315.93,South Indian,medium,4.6,non_veg,dinner,28.4026,77.1419,4,17,390.9288235294118,132.5178982667225,6645.79,38.35294117647059,4.517647058823529,13,South Indian,0.35294117647058826,173,casual,2.5,2,10
user_004646,4,248.58,Chinese,high,4.3,non_veg,dinner,28.6253,77.0756,0,4,140.9875,54.84299431103302,563.95,29.75,4.55,4,Chinese,1.0,126,casual,3.5,2,3
user_004647,1,470.46,Street Food,medium,4.7,veg,breakfast,28.6261,77.0932,13,1,558.98,,558.98,31.0,4.5,1,Cafe,1.0,98,casual,2.5,1,11
user_004648,1,357.62,Continental,high,4.7,no_preference,dinner,28.4084,77.095,13,1,373.06,,373.06,48.0,4.9,1,Chinese,1.0,167,casual,3.5,0,4
user_004649,4,237.0,South Indian,high,4.7,non_veg,lunch,28.5842,77.2889,11,4,275.0975,8.26524198072871,1100.39,45.75,4.525,3,Chinese,0.75,43,casual,3.5,2,10
user_004650,4,770.54,Continental,low,4.8,non_veg,dinner,28.5879,77.2207,4,4,1081.645,214.70518352693142,4326.58,37.5,4.625,4,Chinese,1.0,128,casual,1.5,2,4
user_004651,2,231.96,Continental,high,4.4,non_veg,lunch,28.4811,77.2055,17,2,231.09,7.33976838871636,462.18,47.0,4.6,1,North Indian,0.5,113,casual,3.5,2,4
user_004652,1,346.22,North Indian,high,4.8,non_veg,dinner,28.4554,77.0048,3,1,291.31,,291.31,20.0,4.6,1,Desserts,1.0,124,casual,3.5,2,9
user_004653,2,334.73,Desserts,medium,4.6,veg,dinner,28.6305,77.2865,22,2,586.355,172.2724251004785,1172.71,37.5,4.85,2,North Indian,1.0,104,casual,2.5,1,5
user_004654,16,450.33,Beverages,medium,3.6,veg,dinner,28.5461,77.0501,16,16,499.565625,189.0177243529911,7993.05,41.125,3.575,12,Chinese,0.4375,173,casual,2.5,1,0
user_004655,24,621.68,Desserts,low,4.5,non_veg,dinner,28.4704,77.0432,9,24,643.6179166666667,127.04090337467545,15446.83,35.166666666666664,4.466666666666667,15,South Indian,0.25,177,regular,1.5,2,5
user_004656,2,150.0,Healthy,medium,4.5,non_veg,dinner,28.595,77.2273,5,2,201.32500000000002,97.07868998910112,402.65000000000003,32.5,4.15,2,Italian,1.0,67,casual,2.5,2,7
user_004657,42,600.14,Healthy,medium,4.3,no_preference,dinner,28.534,77.2303,1,42,796.2311904761905,294.6254741374943,33441.71,34.76190476190476,4.264285714285714,27,North Indian,0.21428571428571427,179,regular,2.5,0,7
user_004658,1,385.46,Street Food,high,4.8,veg,breakfast,28.6175,77.1164,2,1,352.3,,352.3,21.0,5.0,1,Street Food,1.0,65,casual,3.5,1,11
user_004659,1,611.11,Healthy,high,4.7,no_preference,dinner,28.6854,77.0557,0,1,572.74,,572.74,43.0,5.0,1,Healthy,1.0,112,casual,3.5,0,7
user_004660,13,783.04,Street Food,low,4.7,non_veg,dinner,28.5072,77.0642,3,13,1191.0315384615385,379.7153104596073,15483.41,39.84615384615385,4.753846153846154,9,North Indian,0.38461538461538464,166,casual,1.5,2,11
user_004661,10,323.14,Chinese,high,4.7,non_veg,dinner,28.5459,77.1277,3,10,261.831,91.01482229102392,2618.31,32.0,4.63,6,Chinese,0.3,153,casual,3.5,2,3
user_004662,4,242.42,Street Food,medium,4.7,non_veg,snacks,28.5972,77.1361,3,4,216.495,120.02841732967518,865.98,26.25,4.725,4,Continental,1.0,168,casual,2.5,2,11
user_004663,1,156.46,Biryani,medium,4.9,non_veg,lunch,28.5567,77.0021,19,1,255.7,,255.7,23.0,5.0,1,Continental,1.0,63,casual,2.5,2,1
user_004664,1,309.4,Beverages,medium,4.4,veg,lunch,28.6954,77.1057,2,1,726.21,,726.21,27.0,4.3,1,Beverages,1.0,32,casual,2.5,1,0
user_004665,1,313.43,Cafe,low,4.0,non_veg,dinner,28.6849,77.1838,16,1,294.43,,294.43,52.0,3.5,1,Fast Food,1.0,153,casual,1.5,2,2
user_004666,1,275.8,Cafe,low,4.2,veg,snacks,28.495,77.2679,10,1,263.83,,263.83,37.0,4.4,1,Chinese,1.0,48,casual,1.5,1,2
user_004667,5,197.7,Desserts,medium,4.7,non_veg,breakfast,28.6342,77.2231,2,5,195.108,147.28799482646235,975.54,33.4,4.88,3,Biryani,0.6,175,casual,2.5,2,5
user_004668,4,413.17,Fast Food,high,4.6,no_preference,lunch,28.6342,77.2136,13,4,415.135,54.10604310056316,1660.54,45.0,4.6,3,Street Food,0.5,146,casual,3.5,0,6
user_004669,1,150.0,South Indian,medium,4.6,non_veg,breakfast,28.5708,77.1543,5,1,78.73,,78.73,44.0,4.9,1,South Indian,1.0,81,casual,2.5,2,10
user_004670,2,585.15,Street Food,high,4.5,non_veg,lunch,28.5951,77.0524,15,2,412.425,130.08643453488918,824.85,34.0,4.65,2,Chinese,1.0,90,casual,3.5,2,11
user_004671,1,662.17,Biryani,low,4.8,no_preference,dinner,28.6511,77.1208,7,1,1024.99,,1024.99,15.0,5.0,1,North Indian,1.0,165,casual,1.5,0,1
user_004672,6,613.3,Street Food,medium,4.4,veg,lunch,28.5099,77.2282,2,6,860.6416666666668,337.6425327127295,5163.85,35.333333333333336,4.383333333333334,5,Street Food,0.8333333333333334,131,casual,2.5,1,11
user_004673,10,366.36,Biryani,medium,4.7,veg,breakfast,28.5331,77.0218,8,10,448.05100000000004,123.24814214962159,4480.51,32.6,4.65,7,Biryani,0.6,179,casual,2.5,1,1
user_004674,1,421.18,Beverages,medium,4.8,veg,lunch,28.4089,77.1807,3,1,747.88,,747.88,37.0,4.9,1,Beverages,1.0,173,casual,2.5,1,0
user_004675,1,515.37,Cafe,low,4.7,no_preference,dinner,28.4782,77.2718,2,1,798.16,,798.16,45.0,4.3,1,Chinese,1.0,176,casual,1.5,0,2
user_004676,6,466.51,Beverages,medium,4.9,non_veg,lunch,28.4126,77.2344,2,6,367.5016666666667,232.99454117353625,2205.01,39.666666666666664,4.916666666666667,6,Chinese,0.6666666666666666,177,casual,2.5,2,0
user_004677,5,426.25,Healthy,high,4.5,no_preference,dinner,28.4489,77.1927,1,5,421.474,58.19092652639243,2107.37,38.0,4.38,3,North Indian,0.6,173,casual,3.5,0,7
user_004678,11,829.29,North Indian,medium,4.7,non_veg,snacks,28.4998,77.0348,17,11,903.6909090909091,393.2312646129386,9940.6,37.0,4.790909090909091,9,North Indian,0.36363636363636365,150,casual,2.5,2,9
user_004679,1,292.16,Beverages,medium,4.6,non_veg,dinner,28.6016,77.2639,1,1,307.48,,307.48,22.0,4.1,1,Italian,1.0,136,casual,2.5,2,0
user_004680,2,329.49,Beverages,high,4.0,non_veg,dinner,28.5292,77.0049,28,2,293.885,35.84324273834607,587.77,38.5,3.85,2,Italian,0.5,157,casual,3.5,2,0
user_004681,3,354.28,Cafe,medium,4.6,non_veg,dinner,28.6697,77.0118,11,3,386.5,92.74834823327043,1159.5,37.666666666666664,4.3999999999999995,3,Chinese,1.0,166,casual,2.5,2,2
user_004682,1,425.39,Fast Food,medium,4.3,non_veg,lunch,28.4935,77.0175,7,1,243.6,,243.6,24.0,4.5,1,North Indian,1.0,94,casual,2.5,2,6
user_004683,3,537.44,Chinese,medium,4.5,no_preference,breakfast,28.5866,77.1547,8,3,1134.3799999999999,110.85719778165061,3403.14,35.333333333333336,4.166666666666667,2,North Indian,0.6666666666666666,178,casual,2.5,0,3
user_004684,1,517.67,Beverages,medium,4.8,non_veg,lunch,28.6201,77.1791,7,1,606.45,,606.45,39.0,4.4,1,Beverages,1.0,139,casual,2.5,2,0
user_004685,7,341.83,Chinese,medium,4.6,non_veg,dinner,28.5401,77.1182,13,7,324.2957142857143,74.85470122335737,2270.07,36.142857142857146,4.771428571428571,7,Chinese,0.7142857142857143,178,casual,2.5,2,3
user_004686,1,622.42,Chinese,high,4.7,no_preference,lunch,28.6524,77.2439,5,1,499.18,,499.18,31.0,4.3,1,Chinese,1.0,29,casual,3.5,0,3
user_004687,6,150.0,Street Food,low,4.8,non_veg,lunch,28.4035,77.0118,15,6,162.6783333333333,38.44805556418513,976.0699999999999,38.0,4.666666666666667,5,Street Food,0.6666666666666666,135,casual,1.5,2,11
user_004688,25,285.78,South Indian,low,4.8,non_veg,dinner,28.4983,77.0561,3,25,375.0176,104.24587566901629,9375.44,32.64,4.8,15,South Indian,0.2,174,regular,1.5,2,10
user_004689,7,369.7,South Indian,high,4.6,non_veg,breakfast,28.6969,77.1309,4,7,336.38571428571424,75.06214622056909,2354.7,36.857142857142854,4.557142857142857,6,North Indian,0.5714285714285714,161,casual,3.5,2,10
user_004690,5,470.81,Cafe,low,4.7,non_veg,snacks,28.6548,77.134,3,5,472.276,64.2207375385864,2361.38,36.4,4.640000000000001,3,Italian,0.4,176,casual,1.5,2,2
user_004691,1,447.66,Cafe,high,4.4,non_veg,lunch,28.6952,77.2545,8,1,486.07,,486.07,40.0,4.5,1,Fast Food,1.0,107,casual,3.5,2,2
user_004692,23,150.0,North Indian,high,4.2,veg,dinner,28.6175,77.0246,6,23,118.90304347826087,40.360648976085,2734.77,38.34782608695652,4.252173913043478,16,North Indian,0.30434782608695654,175,regular,3.5,1,9
user_004693,17,160.35,Italian,low,4.6,veg,dinner,28.6417,77.1145,48,17,216.00294117647059,55.34358812960019,3672.05,40.705882352941174,4.635294117647058,10,Italian,0.29411764705882354,178,casual,1.5,1,8
user_004694,3,927.67,South Indian,medium,4.7,non_veg,lunch,28.561,77.0116,18,3,1284.66,162.40045350921903,3853.98,56.666666666666664,4.866666666666667,2,South Indian,0.6666666666666666,94,casual,2.5,2,10
user_004695,2,459.76,North Indian,low,4.4,veg,dinner,28.6842,77.0909,2,2,526.575,82.04559982107514,1053.15,29.5,4.15,2,Chinese,1.0,91,casual,1.5,1,9
user_004696,1,771.45,Biryani,medium,4.8,non_veg,dinner,28.5648,77.0842,11,1,680.03,,680.03,58.0,4.9,1,South Indian,1.0,164,casual,2.5,2,1
user_004697,38,179.65,Fast Food,high,4.6,non_veg,dinner,28.5171,77.217,18,38,161.86736842105265,47.42542132108285,6150.96,37.05263157894737,4.576315789473685,29,South Indian,0.21052631578947367,174,regular,3.5,2,6
user_004698,11,472.55,North Indian,low,4.6,veg,lunch,28.6854,77.067,1,11,620.39,200.35786717770782,6824.29,39.18181818181818,4.554545454545455,6,Chinese,0.36363636363636365,155,casual,1.5,1,9
user_004699,1,238.08,North Indian,low,4.3,non_veg,dinner,28.594,77.119,14,1,315.68,,315.68,43.0,4.6,1,North Indian,1.0,164,casual,1.5,2,9
user_004700,16,150.0,Italian,medium,4.6,non_veg,lunch,28.4597,77.2189,4,16,137.835625,66.32646158397114,2205.37,31.8125,4.68125,8,Fast Food,0.25,155,casual,2.5,2,8
user_004701,22,291.34,Street Food,medium,4.3,non_veg,lunch,28.6982,77.1553,0,22,309.0354545454545,82.85297102051565,6798.78,34.13636363636363,4.236363636363636,15,Street Food,0.3181818181818182,178,regular,2.5,2,11
user_004702,4,437.14,Beverages,medium,4.7,no_preference,dinner,28.4243,77.1882,38,4,528.9,97.0681090781107,2115.6,29.5,4.75,3,Desserts,0.75,141,casual,2.5,0,0
user_004703,2,434.92,Chinese,medium,4.9,non_veg,lunch,28.4696,77.138,1,2,621.5550000000001,169.2318659413765,1243.1100000000001,27.0,4.85,2,Continental,1.0,169,casual,2.5,2,3
user_004704,1,335.01,Healthy,low,4.7,no_preference,lunch,28.6905,77.2382,8,1,443.96,,443.96,22.0,4.8,1,North Indian,1.0,52,casual,1.5,0,7
user_004705,10,279.0,Fast Food,high,4.4,veg,dinner,28.4153,77.02,7,10,258.897,66.7584854448398,2588.97,37.7,4.409999999999999,7,Healthy,0.5,153,casual,3.5,1,6
user_004706,2,318.05,Biryani,low,4.5,veg,lunch,28.4557,77.2232,2,2,445.16499999999996,111.7158003596626,890.3299999999999,40.5,4.699999999999999,2,Cafe,1.0,30,casual,1.5,1,1
user_004707,2,343.84,North Indian,high,4.4,veg,dinner,28.625,77.0378,24,2,271.685,131.09052616417404,543.37,27.5,4.55,2,Chinese,1.0,96,casual,3.5,1,9
user_004708,4,466.63,Fast Food,medium,4.4,non_veg,lunch,28.634,77.0711,2,4,737.5925,174.8257008899626,2950.37,35.5,4.175,4,Fast Food,1.0,102,casual,2.5,2,6
user_004709,1,199.6,Street Food,medium,4.8,non_veg,dinner,28.502,77.2705,1,1,250.02,,250.02,33.0,4.9,1,North Indian,1.0,175,casual,2.5,2,11
user_004710,28,514.35,Healthy,high,4.4,veg,lunch,28.4396,77.0525,0,28,451.58178571428573,113.53072653279149,12644.29,37.857142857142854,4.4071428571428575,18,Biryani,0.2857142857142857,174,regular,3.5,1,7
user_004711,14,518.13,Cafe,low,4.9,veg,lunch,28.6639,77.211,1,14,636.6478571428571,214.46673380839175,8913.07,41.42857142857143,4.835714285714286,9,Street Food,0.5714285714285714,163,casual,1.5,1,2
user_004712,4,179.1,Desserts,medium,4.8,vegan,lunch,28.607,77.0859,4,4,230.41,49.596006559668346,921.64,30.5,4.925,4,Continental,0.75,176,casual,2.5,3,5
user_004713,1,271.41,Biryani,medium,4.6,no_preference,breakfast,28.5532,77.1977,35,1,245.88,,245.88,43.0,4.1,1,North Indian,1.0,111,casual,2.5,0,1
user_004714,1,517.87,North Indian,medium,4.7,veg,lunch,28.5296,77.0135,20,1,775.6,,775.6,49.0,4.7,1,Italian,1.0,76,casual,2.5,1,9
user_004715,1,183.05,Healthy,low,4.6,non_veg,breakfast,28.4329,77.1634,13,1,278.71,,278.71,34.0,4.4,1,Italian,1.0,61,casual,1.5,2,7
user_004716,1,184.27,Beverages,low,4.4,veg,dinner,28.5909,77.187,14,1,157.03,,157.03,49.0,4.8,1,Continental,1.0,99,casual,1.5,1,0
user_004717,6,1030.98,Beverages,medium,4.6,non_veg,breakfast,28.4915,77.1606,2,6,1213.295,523.4343891167258,7279.77,26.333333333333332,4.7,4,North Indian,0.6666666666666666,166,casual,2.5,2,0
user_004718,2,238.65,Beverages,medium,4.6,veg,lunch,28.5369,77.1595,7,2,338.295,328.5005973358344,676.59,23.0,4.95,2,Beverages,1.0,119,casual,2.5,1,0
user_004719,1,150.0,Desserts,medium,4.8,non_veg,snacks,28.5611,77.0306,4,1,124.5,,124.5,48.0,4.4,1,North Indian,1.0,152,casual,2.5,2,5
user_004720,1,677.85,Chinese,medium,4.8,non_veg,dinner,28.6684,77.0541,3,1,665.23,,665.23,52.0,4.9,1,Continental,1.0,86,casual,2.5,2,3
user_004721,14,172.9,North Indian,low,4.8,non_veg,dinner,28.5199,77.2898,0,14,178.68214285714288,26.629519819632037,2501.55,35.07142857142857,4.75,10,North Indian,0.35714285714285715,158,casual,1.5,2,9
user_004722,1,518.08,North Indian,medium,4.5,non_veg,dinner,28.4444,77.171,6,1,532.43,,532.43,29.0,5.0,1,North Indian,1.0,22,casual,2.5,2,9
user_004723,20,632.99,Italian,medium,4.5,non_veg,snacks,28.4725,77.2886,2,20,581.95,200.6834501607471,11639.0,35.25,4.51,14,South Indian,0.4,179,regular,2.5,2,8
user_004724,3,469.44,Beverages,high,4.3,veg,dinner,28.5393,77.052,19,3,342.6366666666667,133.5620460060916,1027.91,37.666666666666664,4.366666666666666,3,Fast Food,1.0,133,casual,3.5,1,0
user_004725,1,553.09,Desserts,medium,4.7,non_veg,dinner,28.4297,77.2054,1,1,489.11,,489.11,27.0,4.3,1,Chinese,1.0,123,casual,2.5,2,5
user_004726,7,339.2,Cafe,low,4.8,non_veg,lunch,28.6731,77.1161,8,7,499.2742857142857,65.41070627380577,3494.92,29.571428571428573,4.6571428571428575,2,Street Food,0.2857142857142857,176,casual,1.5,2,2
user_004727,12,395.53,Chinese,high,4.9,veg,dinner,28.4418,77.273,6,12,301.44166666666666,102.46247400286543,3617.3,42.25,4.783333333333333,8,Chinese,0.25,168,casual,3.5,1,3
user_004728,1,354.25,Italian,medium,4.3,non_veg,dinner,28.4995,77.1895,34,1,157.35,,157.35,28.0,4.8,1,Italian,1.0,82,casual,2.5,2,8
user_004729,4,305.6,Cafe,high,4.9,non_veg,lunch,28.438,77.128,3,4,196.6325,72.68908371734143,786.53,28.25,4.675,2,Chinese,0.5,129,casual,3.5,2,2
user_004730,6,518.19,Italian,medium,4.7,non_veg,dinner,28.551,77.1,22,6,528.7416666666667,55.96904373550319,3172.45,41.166666666666664,4.783333333333333,2,North Indian,0.3333333333333333,171,casual,2.5,2,8
user_004731,5,504.44,Chinese,medium,4.4,non_veg,snacks,28.4584,77.287,11,5,651.9440000000001,438.54185003258243,3259.7200000000003,31.2,4.26,4,Fast Food,0.4,165,casual,2.5,2,3
user_004732,2,353.32,Biryani,high,4.5,no_preference,snacks,28.5889,77.1847,2,2,381.32000000000005,12.600642840744293,762.6400000000001,43.5,4.75,1,Continental,0.5,58,casual,3.5,0,1
user_004733,12,620.99,Fast Food,low,4.7,veg,snacks,28.4443,77.1142,7,12,841.8516666666666,284.7281626659919,10102.22,41.5,4.691666666666666,8,Fast Food,0.5,161,casual,1.5,1,6
user_004734,3,168.35,Continental,low,4.8,veg,lunch,28.5675,77.0394,11,3,305.9266666666667,48.91279212366979,917.78,49.666666666666664,4.733333333333333,3,Chinese,1.0,143,casual,1.5,1,4
user_004735,2,367.49,North Indian,low,4.8,veg,dinner,28.5151,77.2829,39,2,388.12,59.65152806089716,776.24,48.0,4.75,2,North Indian,0.5,163,casual,1.5,1,9
user_004736,1,487.33,Street Food,medium,4.7,non_veg,snacks,28.5631,77.0647,11,1,212.97,,212.97,62.0,4.7,1,Fast Food,1.0,59,casual,2.5,2,11
user_004737,1,733.37,Healthy,low,4.9,non_veg,snacks,28.4187,77.0694,6,1,732.95,,732.95,37.0,5.0,1,Fast Food,1.0,110,casual,1.5,2,7
user_004738,5,586.2,Street Food,medium,4.4,non_veg,dinner,28.4035,77.0605,25,5,592.442,60.27691282738361,2962.21,41.4,4.380000000000001,3,Chinese,0.6,174,casual,2.5,2,11
user_004739,4,523.69,Desserts,high,4.5,non_veg,dinner,28.6091,77.096,4,4,495.3225,176.99301820034222,1981.29,33.25,4.525,4,Chinese,1.0,152,casual,3.5,2,5
user_004740,12,463.86,Beverages,medium,4.3,no_preference,lunch,28.6351,77.2144,8,12,532.6975,106.31461518659006,6392.37,31.416666666666668,4.225,8,Chinese,0.4166666666666667,174,casual,2.5,0,0
user_004741,17,617.15,Biryani,medium,4.7,no_preference,dinner,28.6031,77.1278,11,17,599.4794117647059,305.0563977257031,10191.15,42.23529411764706,4.7,11,Continental,0.35294117647058826,165,casual,2.5,0,1
user_004742,3,150.0,Street Food,high,4.5,non_veg,snacks,28.4005,77.285,7,3,140.01,22.89329159382723,420.03,37.0,4.266666666666667,3,Italian,1.0,152,casual,3.5,2,11
user_004743,13,535.32,South Indian,medium,4.2,veg,lunch,28.6613,77.2962,4,13,615.8592307692307,222.68108711269647,8006.17,38.76923076923077,4.2153846153846155,10,North Indian,0.46153846153846156,176,casual,2.5,1,10
user_004744,2,559.15,North Indian,medium,4.5,veg,dinner,28.648,77.0902,12,2,269.52,45.9053722346307,539.04,35.5,4.35,2,Italian,1.0,105,casual,2.5,1,9
user_004745,3,401.22,North Indian,medium,4.6,non_veg,lunch,28.4139,77.0593,14,3,403.31,359.85356035476434,1209.93,33.333333333333336,4.766666666666667,2,Fast Food,0.6666666666666666,154,casual,2.5,2,9
user_004746,3,514.87,Continental,medium,4.9,non_veg,lunch,28.4497,77.0066,25,3,664.1866666666666,151.52467994796538,1992.56,37.666666666666664,4.7,3,Continental,0.6666666666666666,178,casual,2.5,2,4
user_004747,29,429.27,Beverages,low,4.8,non_veg,dinner,28.6798,77.1173,8,29,595.0003448275861,175.8490459676537,17255.01,35.62068965517241,4.744827586206896,19,Italian,0.27586206896551724,175,regular,1.5,2,0
user_004748,1,275.39,Chinese,high,4.6,non_veg,lunch,28.4536,77.2157,16,1,117.98,,117.98,50.0,4.1,1,North Indian,1.0,35,casual,3.5,2,3
user_004749,4,150.0,Healthy,high,4.9,non_veg,dinner,28.4288,77.0412,2,4,135.225,42.01321577789542,540.9,28.5,4.800000000000001,3,North Indian,0.75,156,casual,3.5,2,7
user_004750,1,415.68,Italian,medium,5.0,non_veg,dinner,28.5731,77.1945,25,1,729.92,,729.92,54.0,5.0,1,Street Food,1.0,59,casual,2.5,2,8
user_004751,3,317.82,Street Food,medium,4.8,non_veg,lunch,28.5599,77.2659,0,3,384.73333333333335,149.07220208118392,1154.2,30.0,4.8,2,Italian,0.6666666666666666,170,casual,2.5,2,11
user_004752,2,482.39,Healthy,medium,4.6,non_veg,dinner,28.4036,77.1202,11,2,601.985,156.63122310063213,1203.97,19.0,4.699999999999999,2,Chinese,1.0,160,casual,2.5,2,7
user_004753,4,150.0,Beverages,medium,4.9,non_veg,lunch,28.6883,77.0034,27,4,86.8325,28.589273483831896,347.33,34.25,4.85,3,Chinese,0.75,176,casual,2.5,2,0
user_004754,22,317.75,Fast Food,high,3.9,non_veg,lunch,28.6334,77.0469,11,22,266.15863636363633,80.79205060467947,5855.49,35.68181818181818,3.9318181818181817,14,Italian,0.36363636363636365,170,regular,3.5,2,6
user_004755,43,400.95,Biryani,high,4.4,non_veg,breakfast,28.4416,77.0527,1,43,364.8218604651163,92.08629628301337,15687.34,34.51162790697674,4.381395348837209,35,Chinese,0.23255813953488372,179,regular,3.5,2,1
user_004756,9,370.85,North Indian,high,4.4,no_preference,breakfast,28.6989,77.2542,4,9,295.14444444444445,120.35494465445854,2656.3,41.0,4.511111111111111,7,Italian,0.4444444444444444,118,casual,3.5,0,9
user_004757,1,334.78,Desserts,medium,4.4,veg,dinner,28.6425,77.1081,1,1,421.29,,421.29,36.0,4.7,1,North Indian,1.0,33,casual,2.5,1,5
user_004758,3,612.0,Street Food,high,4.6,non_veg,lunch,28.5068,77.0186,2,3,568.5766666666667,18.416520663071342,1705.73,31.666666666666668,4.666666666666667,2,Chinese,0.6666666666666666,155,casual,3.5,2,11
user_004759,6,697.34,Beverages,medium,4.6,non_veg,breakfast,28.5352,77.0439,14,6,1118.4616666666668,81.25947807281729,6710.77,39.166666666666664,4.666666666666667,2,Beverages,0.3333333333333333,142,casual,2.5,2,0
user_004760,2,212.46,South Indian,high,4.5,veg,dinner,28.5733,77.1039,2,2,105.005,15.266435405817564,210.01,25.5,4.7,2,Chinese,1.0,137,casual,3.5,1,10
user_004761,3,351.11,Italian,high,4.9,non_veg,dinner,28.5908,77.1252,1,3,250.39666666666668,137.70764406282368,751.19,37.333333333333336,4.766666666666667,3,North Indian,0.6666666666666666,148,casual,3.5,2,8
user_004762,4,418.3,Healthy,low,4.3,non_veg,lunch,28.5801,77.2076,5,4,462.4975,77.15797058632377,1849.99,39.0,4.175,3,North Indian,0.5,174,casual,1.5,2,7
user_004763,11,379.21,Healthy,medium,4.8,veg,dinner,28.4427,77.2555,4,11,458.5490909090909,140.49505603077606,5044.04,35.36363636363637,4.718181818181819,7,Fast Food,0.5454545454545454,162,casual,2.5,1,7
user_004764,8,281.88,South Indian,low,4.8,veg,lunch,28.592,77.2583,3,8,329.705,88.08509862627164,2637.64,41.75,4.7375,5,South Indian,0.5,178,casual,1.5,1,10
user_004765,2,179.0,Desserts,medium,4.4,non_veg,dinner,28.6741,77.0266,30,2,213.005,67.36606304364237,426.01,31.0,4.4,2,Desserts,1.0,53,casual,2.5,2,5
user_004766,9,520.36,Desserts,high,4.4,no_preference,dinner,28.5063,77.1252,8,9,345.69,114.20331365595307,3111.21,32.333333333333336,4.488888888888889,7,Chinese,0.3333333333333333,177,casual,3.5,0,5
user_004767,35,357.42,Desserts,low,4.9,non_veg,lunch,28.5695,77.0155,21,35,447.0394285714286,134.7573054211524,15646.380000000001,38.285714285714285,4.819999999999999,26,Chinese,0.2857142857142857,176,regular,1.5,2,5
user_004768,1,353.78,Continental,low,3.9,veg,dinner,28.5779,77.1643,0,1,640.67,,640.67,32.0,3.5,1,South Indian,1.0,53,casual,1.5,1,4
user_004769,2,173.26,Cafe,high,4.8,no_preference,lunch,28.508,77.0845,9,2,161.64499999999998,5.381082604829606,323.28999999999996,42.0,4.95,2,Fast Food,1.0,93,casual,3.5,0,2
user_004770,2,675.78,Beverages,low,4.4,veg,lunch,28.4842,77.1121,0,2,964.2850000000001,467.5602169239809,1928.5700000000002,32.0,4.55,2,Fast Food,1.0,94,casual,1.5,1,0
user_004771,4,406.88,Healthy,medium,4.7,non_veg,lunch,28.6069,77.0107,29,4,360.025,120.48723321027279,1440.1,40.75,4.475,4,South Indian,0.75,158,casual,2.5,2,7
user_004772,1,646.0,Fast Food,high,4.4,non_veg,dinner,28.4455,77.2787,7,1,310.51,,310.51,41.0,4.7,1,Fast Food,1.0,30,casual,3.5,2,6
user_004773,22,220.31,Fast Food,medium,4.7,non_veg,lunch,28.6144,77.0238,0,22,242.0790909090909,102.61477749836503,5325.74,37.95454545454545,4.7681818181818185,14,Fast Food,0.3181818181818182,178,regular,2.5,2,6
user_004774,4,525.17,Beverages,low,4.6,non_veg,snacks,28.6794,77.1679,8,4,731.5325,219.80837523852452,2926.13,43.0,4.5,3,South Indian,0.75,127,casual,1.5,2,0
user_004775,6,769.89,South Indian,high,4.3,non_veg,dinner,28.414,77.2792,3,6,670.01,250.68151076615123,4020.06,35.5,4.483333333333333,5,North Indian,0.6666666666666666,120,casual,3.5,2,10
user_004776,5,261.25,Healthy,high,4.6,non_veg,breakfast,28.4488,77.0228,17,5,288.866,18.406422248769577,1444.33,48.4,4.54,4,Fast Food,0.6,99,casual,3.5,2,7
